"Codice";"Titolo";"Classificazione"
"82.1";"Attività amministrative e di supporto per le funzioni di ufficio";"Gruppo"
"82.10";"Attività amministrative e di supporto per le funzioni di ufficio";"Classe"
"82.10.0";"Attività amministrative e di supporto per le funzioni di ufficio";"Categoria"
"82.10.00";"Attività amministrative e di supporto per le funzioni di ufficio";"Sottocategoria"
"82.2";"Attività dei call center";"Gruppo"
"82.20";"Attività dei call center";"Classe"
"82.20.0";"Attività dei call center";"Categoria"
"82.20.00";"Attività dei call center";"Sottocategoria"
"82.3";"Organizzazione di convegni e fiere";"Gruppo"
"82.30";"Organizzazione di convegni e fiere";"Classe"
"82.30.0";"Organizzazione di convegni e fiere";"Categoria"
"82.30.01";"Organizzazione di conferenze e congressi";"Sottocategoria"
"82.30.02";"Organizzazione di fiere commerciali e di affari";"Sottocategoria"
"82.30.03";"Organizzazione di convegni ed eventi aziendali";"Sottocategoria"
"82.30.04";"Organizzazione di mercati agricoli e fiere dell'artigianato";"Sottocategoria"
"82.30.09";"Organizzazione di altri eventi";"Sottocategoria"
"82.4";"Attività di servizi di intermediazione per servizi di supporto alle imprese n.c.a.";"Gruppo"
"82.40";"Attività di servizi di intermediazione per servizi di supporto alle imprese n.c.a.";"Classe"
"82.40.0";"Attività di servizi di intermediazione per servizi di supporto alle imprese n.c.a.";"Categoria"
"82.40.01";"Attività di servizi di prenotazione di biglietti per spettacoli teatrali, sportivi e altri spettacoli di intrattenimento e divertimento";"Sottocategoria"
"82.40.09";"Altre attività di servizi di intermediazione per servizi di supporto alle imprese n.c.a.";"Sottocategoria"
"82.9";"Servizi di supporto alle imprese n.c.a.";"Gruppo"
"82.91";"Attività di recupero crediti, di informazioni commerciali e di rating";"Classe"
"82.91.1";"Attività di recupero crediti";"Categoria"
"82.91.10";"Attività di recupero crediti";"Sottocategoria"
"82.91.2";"Attività di raccolta e fornitura di informazioni commerciali e di rating";"Categoria"
"82.91.20";"Attività di raccolta e fornitura di informazioni commerciali e di rating";"Sottocategoria"
"82.92";"Attività di imballaggio";"Classe"
"82.92.1";"Attività di imballaggio di generi alimentari";"Categoria"
"82.92.10";"Attività di imballaggio di generi alimentari";"Sottocategoria"
"82.92.2";"Attività di imballaggio di generi non alimentari";"Categoria"
"82.92.20";"Attività di imballaggio di generi non alimentari";"Sottocategoria"
"82.99";"Altri servizi di supporto alle imprese n.c.a.";"Classe"
"82.99.1";"Richiesta certificati e disbrigo pratiche";"Categoria"
"82.99.11";"Fornitura di assistenza per la registrazione di autoveicoli";"Sottocategoria"
"82.99.19";"Richiesta certificati e disbrigo pratiche n.c.a.";"Sottocategoria"
"82.99.9";"Altri servizi vari di supporto alle imprese n.c.a.";"Categoria"
"82.99.91";"Rilevamento del consumo di calore e acqua calda";"Sottocategoria"
"82.99.99";"Tutti gli altri servizi vari di supporto alle imprese n.c.a.";"Sottocategoria"
"P";"AMMINISTRAZIONE PUBBLICA E DIFESA; ASSICURAZIONE SOCIALE OBBLIGATORIA";"Sezione"
"84";"Amministrazione pubblica e difesa; assicurazione sociale obbligatoria";"Divisione"
"84.1";"Amministrazione dello Stato e delle politiche economiche, sociali e ambientali della comunità";"Gruppo"
"84.11";"Attività generali di amministrazione pubblica";"Classe"
"84.11.1";"Attività degli organi legislativi ed esecutivi e delle amministrazioni centrali e locali";"Categoria"
"84.11.10";"Attività degli organi legislativi ed esecutivi e delle amministrazioni centrali e locali";"Sottocategoria"
"84.11.2";"Servizi di gestione esattoriale per conto terzi";"Categoria"
"84.11.20";"Servizi di gestione esattoriale per conto terzi";"Sottocategoria"
"84.11.3";"Attività di pianificazione generale e servizi statistici generali";"Categoria"
"84.11.30";"Attività di pianificazione generale e servizi statistici generali";"Sottocategoria"
"84.12";"Regolamentazione dei servizi di assistenza sanitaria, istruzione, servizi culturali e di altri servizi sociali";"Classe"
"84.12.1";"Regolamentazione dei servizi di assistenza sanitaria";"Categoria"
"84.12.10";"Regolamentazione dei servizi di assistenza sanitaria";"Sottocategoria"
"84.12.2";"Regolamentazione dei servizi di istruzione";"Categoria"
"84.12.20";"Regolamentazione dei servizi di istruzione";"Sottocategoria"
"84.12.3";"Regolamentazione dei servizi per l'edilizia abitativa e la tutela dell'ambiente";"Categoria"
"84.12.30";"Regolamentazione dei servizi per l'edilizia abitativa e la tutela dell'ambiente";"Sottocategoria"
"84.12.4";"Regolamentazione dei servizi culturali e di altri servizi sociali";"Categoria"
"84.12.40";"Regolamentazione dei servizi culturali e di altri servizi sociali";"Sottocategoria"
"84.13";"Regolamentazione delle attività che contribuiscono a una più efficiente gestione delle attività economiche";"Classe"
"84.13.1";"Regolamentazione dei servizi connessi a agricoltura, silvicoltura, caccia e pesca";"Categoria"
"84.13.10";"Regolamentazione dei servizi connessi a agricoltura, silvicoltura, caccia e pesca";"Sottocategoria"
"84.13.2";"Regolamentazione dei servizi connessi a combustibili ed energia";"Categoria"
"84.13.20";"Regolamentazione dei servizi connessi a combustibili ed energia";"Sottocategoria"
"84.13.3";"Regolamentazione dei servizi connessi a industrie estrattive e risorse minerarie, industrie manifatturiere e di costruzione";"Categoria"
"84.13.30";"Regolamentazione dei servizi connessi a industrie estrattive e risorse minerarie, industrie manifatturiere e di costruzione";"Sottocategoria"
"84.13.4";"Regolamentazione dei servizi connessi a trasporti e comunicazioni";"Categoria"
"84.13.40";"Regolamentazione dei servizi connessi a trasporti e comunicazioni";"Sottocategoria"
"84.13.5";"Regolamentazione dei servizi connessi a commercio, servizi di alloggio e ristorazione";"Categoria"
"84.13.50";"Regolamentazione dei servizi connessi a commercio, servizi di alloggio e ristorazione";"Sottocategoria"
"84.13.6";"Regolamentazione dei servizi connessi al turismo";"Categoria"
"84.13.60";"Regolamentazione dei servizi connessi al turismo";"Sottocategoria"
"84.13.9";"Regolamentazione di altri servizi";"Categoria"
"84.13.90";"Regolamentazione di altri servizi";"Sottocategoria"
"84.2";"Erogazione di servizi collettivi";"Gruppo"
"84.21";"Affari esteri";"Classe"
"84.21.0";"Affari esteri";"Categoria"
"84.21.00";"Affari esteri";"Sottocategoria"
"84.22";"Difesa nazionale";"Classe"
"84.22.0";"Difesa nazionale";"Categoria"
"84.22.00";"Difesa nazionale";"Sottocategoria"
"84.23";"Giustizia e attività giudiziarie";"Classe"
"84.23.0";"Giustizia e attività giudiziarie";"Categoria"
"84.23.00";"Giustizia e attività giudiziarie";"Sottocategoria"
"84.24";"Ordine pubblico e sicurezza nazionale";"Classe"
"84.24.1";"Ordine pubblico e sicurezza nazionale delle Forze dell'Ordine";"Categoria"
"84.24.10";"Ordine pubblico e sicurezza nazionale delle Forze dell'Ordine";"Sottocategoria"
"84.24.2";"Attività di supporto all'ordine pubblico e alla sicurezza nazionale fornite dalla Protezione Civile";"Categoria"
"84.24.20";"Attività di supporto all'ordine pubblico e alla sicurezza nazionale fornite dalla Protezione Civile";"Sottocategoria"
"84.25";"Servizi antincendio";"Classe"
"84.25.0";"Servizi antincendio";"Categoria"
"84.25.00";"Servizi antincendio";"Sottocategoria"
"84.3";"Assicurazione sociale obbligatoria";"Gruppo"
"84.30";"Assicurazione sociale obbligatoria";"Classe"
"84.30.0";"Assicurazione sociale obbligatoria";"Categoria"
"84.30.00";"Assicurazione sociale obbligatoria";"Sottocategoria"
"Q";"ISTRUZIONE E FORMAZIONE";"Sezione"
"85";"Istruzione e formazione";"Divisione"
"85.1";"Istruzione prescolastica";"Gruppo"
"85.10";"Istruzione prescolastica";"Classe"
"85.10.0";"Istruzione prescolastica";"Categoria"
"85.10.00";"Istruzione prescolastica";"Sottocategoria"
"85.2";"Istruzione primaria";"Gruppo"
"85.20";"Istruzione primaria";"Classe"
"85.20.0";"Istruzione primaria";"Categoria"
"85.20.00";"Istruzione primaria";"Sottocategoria"
"85.3";"Istruzione secondaria e post-secondaria non terziaria";"Gruppo"
"85.31";"Istruzione secondaria di formazione generale";"Classe"
"85.31.1";"Istruzione secondaria di formazione generale di primo grado";"Categoria"
"85.31.10";"Istruzione secondaria di formazione generale di primo grado";"Sottocategoria"
"85.31.2";"Istruzione secondaria di formazione generale di secondo grado";"Categoria"
"85.31.20";"Istruzione secondaria di formazione generale di secondo grado";"Sottocategoria"
"85.32";"Istruzione secondaria professionale";"Classe"
"85.32.0";"Istruzione secondaria professionale";"Categoria"
"85.32.01";"Istruzione secondaria professionale erogata da scuole di vela e navigazione";"Sottocategoria"
"85.32.02";"Istruzione secondaria professionale erogata da scuole di volo";"Sottocategoria"
"85.32.03";"Istruzione secondaria professionale erogata da scuole di guida";"Sottocategoria"
"85.32.09";"Altra istruzione secondaria professionale n.c.a.";"Sottocategoria"
"85.33";"Istruzione post-secondaria non terziaria";"Classe"
"85.33.0";"Istruzione post-secondaria non terziaria";"Categoria"
"85.33.00";"Istruzione post-secondaria non terziaria";"Sottocategoria"
"85.4";"Istruzione terziaria";"Gruppo"
"85.40";"Istruzione terziaria";"Classe"
"85.40.1";"Istruzione terziaria non universitaria professionale";"Categoria"
"85.40.10";"Istruzione terziaria non universitaria professionale";"Sottocategoria"
"85.40.2";"Istruzione terziaria universitaria di primo, secondo e terzo ciclo e a ciclo unico";"Categoria"
"85.40.20";"Istruzione terziaria universitaria di primo, secondo e terzo ciclo e a ciclo unico";"Sottocategoria"
"85.5";"Altri servizi di istruzione e formazione";"Gruppo"
"85.51";"Formazione sportiva e ricreativa";"Classe"
"85.51.0";"Formazione sportiva e ricreativa";"Categoria"
"85.51.01";"Insegnamento di pilates fornito da insegnanti e istruttori indipendenti";"Sottocategoria"
"85.51.09";"Formazione sportiva e ricreativa n.c.a.";"Sottocategoria"
"85.52";"Formazione culturale";"Classe"
"85.52.0";"Formazione culturale";"Categoria"
"85.52.01";"Corsi di danza";"Sottocategoria"
"85.52.02";"Attività di educazione al patrimonio culturale";"Sottocategoria"
"85.52.09";"Altra formazione culturale";"Sottocategoria"
"85.53";"Attività di scuole guida";"Classe"
"85.53.0";"Attività di scuole guida";"Categoria"
"85.53.00";"Attività di scuole guida";"Sottocategoria"
"85.59";"Altri servizi di istruzione e formazione n.c.a.";"Classe"
"85.59.1";"Corsi di lingua straniera";"Categoria"
"85.59.10";"Corsi di lingua straniera";"Sottocategoria"
"85.59.2";"Corsi di formazione e corsi di aggiornamento professionale";"Categoria"
"85.59.20";"Corsi di formazione e corsi di aggiornamento professionale";"Sottocategoria"
"85.59.3";"Altri servizi di istruzione e formazione n.c.a. forniti da università popolari";"Categoria"
"85.59.30";"Altri servizi di istruzione e formazione n.c.a. forniti da università popolari";"Sottocategoria"
"85.59.9";"Altri servizi vari di istruzione e formazione n.c.a.";"Categoria"
"85.59.91";"Corsi di educazione consapevole attraverso il movimento";"Sottocategoria"
"85.59.99";"Tutti gli altri servizi vari di istruzione e formazione n.c.a.";"Sottocategoria"
"85.6";"Servizi di supporto all'istruzione e formazione";"Gruppo"
"85.61";"Attività di servizi di intermediazione per corsi e tutor";"Classe"
"85.61.0";"Attività di servizi di intermediazione per corsi e tutor";"Categoria"
"85.61.00";"Attività di servizi di intermediazione per corsi e tutor";"Sottocategoria"
"85.69";"Altri servizi di supporto all'istruzione e formazione n.c.a.";"Classe"
"85.69.0";"Altri servizi di supporto all'istruzione e formazione n.c.a.";"Categoria"
"85.69.01";"Consulenza scolastica e servizi di orientamento scolastico";"Sottocategoria"
"85.69.09";"Altri servizi vari di supporto all'istruzione e formazione n.c.a.";"Sottocategoria"
"R";"ATTIVITÀ PELA SALUTE UMANA E DI ASSISTENZA SOCIALE";"Sezione"
"86";"Attività per la salute umana";"Divisione"
"86.1";"Attività ospedaliere";"Gruppo"
"86.10";"Attività ospedaliere";"Classe"
"86.10.0";"Attività ospedaliere";"Categoria"
"86.10.00";"Attività ospedaliere";"Sottocategoria"
"86.2";"Attività mediche e odontoiatriche";"Gruppo"
"86.21";"Attività di medicina generale";"Classe"
"86.21.0";"Attività di medicina generale";"Categoria"
"86.21.00";"Attività di medicina generale";"Sottocategoria"
"86.22";"Attività di medicina specialistica";"Classe"
"86.22.0";"Attività di medicina specialistica";"Categoria"
"86.22.01";"Trattamenti di chirurgia estetica";"Sottocategoria"
"86.22.02";"Altre attività di medicina specialistica svolte da medici specialisti indipendenti";"Sottocategoria"
"86.22.03";"Altre attività di medicina specialistica svolte presso cliniche e centri specialistici";"Sottocategoria"
"86.23";"Attività odontoiatriche";"Classe"
"86.23.0";"Attività odontoiatriche";"Categoria"
"86.23.00";"Attività odontoiatriche";"Sottocategoria"
"86.9";"Altre attività per la salute umana";"Gruppo"
"86.91";"Attività di diagnostica per immagini e di laboratorio medico";"Classe"
"86.91.0";"Attività di diagnostica per immagini e di laboratorio medico";"Categoria"
"86.91.01";"Attività di diagnostica per immagini";"Sottocategoria"
"86.91.02";"Attività di laboratorio medico";"Sottocategoria"
"86.92";"Trasporto di pazienti in ambulanza";"Classe"
"86.92.0";"Trasporto di pazienti in ambulanza";"Categoria"
"86.92.00";"Trasporto di pazienti in ambulanza";"Sottocategoria"
"86.93";"Attività di psicologi e psicoterapeuti, esclusi i medici";"Classe"
"86.93.0";"Attività di psicologi e psicoterapeuti, esclusi i medici";"Categoria"
"86.93.00";"Attività di psicologi e psicoterapeuti, esclusi i medici";"Sottocategoria"
"86.94";"Attività infermieristiche e ostetriche";"Classe"
"86.94.0";"Attività infermieristiche e ostetriche";"Categoria"
"86.94.01";"Attività infermieristiche";"Sottocategoria"
"86.94.02";"Attività ostetriche";"Sottocategoria"
"86.95";"Attività di fisioterapia";"Classe"
"86.95.0";"Attività di fisioterapia";"Categoria"
"86.95.00";"Attività di fisioterapia";"Sottocategoria"
"86.96";"Attività di medicine complementari e alternative";"Classe"
"86.96.0";"Attività di medicine complementari e alternative";"Categoria"
"86.96.01";"Chinesiologia";"Sottocategoria"
"86.96.09";"Attività di medicine complementari e alternative n.c.a.";"Sottocategoria"
"86.97";"Attività di servizi di intermediazione per attività mediche, odontoiatriche e altri servizi per la salute umana";"Classe"
"86.97.0";"Attività di servizi di intermediazione per attività mediche, odontoiatriche e altri servizi per la salute umana";"Categoria"
"86.97.00";"Attività di servizi di intermediazione per attività mediche, odontoiatriche e altri servizi per la salute umana";"Sottocategoria"
"86.99";"Altre attività per la salute umana n.c.a.";"Classe"
"86.99.0";"Altre attività per la salute umana n.c.a.";"Categoria"
"86.99.01";"Tecniche di trattamento del corpo";"Sottocategoria"
"86.99.02";"Danza-movimento terapia";"Sottocategoria"
"86.99.03";"Attività di psicomotricità";"Sottocategoria"
"86.99.09";"Altre attività varie per la salute umana n.c.a.";"Sottocategoria"
